Name Prefix,First Name,Middle Name,Last Name,Name Suffix,Phonetic First Name,Phonetic Middle Name,Phonetic Last Name,Nickname,File As,E-mail 1 - Label,E-mail 1 - Value,Phone 1 - Label,Phone 1 - Value,Address 1 - Label,Address 1 - Country,Address 1 - Street,Address 1 - Extended Address,Address 1 - City,Address 1 - Region,Address 1 - Postal Code,Address 1 - PO Box,Organization Name,Organization Title,Organization Department,Birthday,Event 1 - Label,Event 1 - Value,Relation 1 - Label,Relation 1 - Value,Website 1 - Label,Website 1 - Value,Custom Field 1 - Label,Custom Field 1 - Value,Notes,Labels
,I - WW 44029090,,ГУП ЯНАО ЯМАЛГОССНАБ,,,,,,,,,,+7 349 223-15-51,,Russia,,,Salekhard,"Ulitsa Respubliki, 128, Salekhard, Yamalo-Nenetskiy, Russia, 629008",,,ГУП ЯНАО ЯМАЛГОССНАБ,,,,,,,,,http://www.yamalgs.ru/,,,,
,I - WW 44029090,,PT YAMAHA INDONESIA MOTOR MANUFACTURING,,,,,,,,,,+62 21 4612222,,Indonesia,,,,"RW4H+GPF, Jl. Dr. KRT Radjiman Widyodiningrat No.23, RT.6/RW.6, Rw. Terate, Kec. Cakung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13920, Indonesia",,,PT YAMAHA INDONESIA MOTOR MANUFACTURING,,,,,,,,,http://www.yamaha-motor.co.id/,,,,
,I - WW 44029090,,INDIA YAMAHA MOTOR PRIVATE LIMITED,,,,,,,,,,+91 1800 420 1600,,India,,,Noida,"A-3, Dadri Main Rd, Industrial Area, Surajpur, Noida, Greater Noida, Uttar Pradesh 201304, India",,,INDIA YAMAHA MOTOR PRIVATE LIMITED,,,,,,,,,http://www.yamaha-motor-india.com/,,,,
,I - WW 44029090,,M S YAKSR PVT LTD,,,,,,,,,,+92 21 32601401,,Pakistan,,,Karachi,"2nd Floor, Mian Chamber, 11-13 Shahrah-e-Liaquat, Burns Road, Karachi, Karachi City, Sindh, Pakistan",,,M S YAKSR PVT LTD,,,,,,,,,http://www.yaksr.com/,,,,
,I - WW 44029090,,LTD HIMTREYD,,,,,,,,,,+1 515-332-1802,,United States,,,Humboldt,"1419 11th St N, Humboldt, IA 50548, USA",,,LTD HIMTREYD,,,,,,,,,http://www.yachtclubtrailers.com/,,,,
,I - WW 44029090,,XPRESS MEAT MARKET,,,,,,,,,,+1 941-346-6908,,United States,,,Sarasota,"3684 Webber St, Sarasota, FL 34239, USA",,,XPRESS MEAT MARKET,,,,,,,,,http://www.xpressmeatmarket.com/,,,,
,I - WW 44029090,,LTD COMPANY OF STS LOGISTICS OF THE PAYMENT ORDER OF LLC AYSPOINT,,,,,,,,,,+1 323-869-6000,,United States,,,Los Angeles,"5800 Sheila St, Los Angeles, CA 90040, USA",,,LTD COMPANY OF STS LOGISTICS OF THE PAYMENT ORDER OF LLC AYSPOINT,,,,,,,,,http://www.xpologistics.com/,,,,
,I - WW 44029090,,MEXTRA USA LLC,,,,,,,,,,+1 305-433-8376,,United States,,,Pembroke Park,"3922 Pembroke Rd, Pembroke Park, FL 33021, USA",,,MEXTRA USA LLC,,,,,,,,,http://www.xmremeals.com/,,,,
,I - WW 44029090,,WRC INTERNATIONAL SDN BHD,,,,,,,,,,+60 3-5122 4899,,Malaysia,,,Shah Alam,"Axis Premier Industrial Park, 8, Jalan Sejahtera 25/124, Seksyen 25, 40400 Shah Alam, Selangor, Malaysia",,,WRC INTERNATIONAL SDN BHD,,,,,,,,,http://www.wwrc.com/,,,,
,I - WW 44029090,,OOO EXPERT,,,,,,,,,,+7 495 198-03-88,,Russia,,,Moskva,"Ulitsa Malaya Dmitrovka, 4, Ofis 6, Moskva, Russia, 117198",,,OOO EXPERT,,,,,,,,,http://www.wtexpert.ru/,,,,
,I - WW 44029090,,PLUSCARGO GROUP,,,,,,,,,,+1 713-672-7295,,United States,,,Houston,"2222 N Wayside Dr, Houston, TX 77020, USA",,,PLUSCARGO GROUP,,,,,,,,,http://www.wtcfs.com/,,,,
,I - WW 44029090,,HERRAMIENTAS WS S A S,,,,,,,,,,+57 316 7439956,,Colombia,,,Cali,"Cra. 7 #12-50 Local 249, COMUNA 3, Cali, Valle del Cauca, Colombia",,,HERRAMIENTAS WS S A S,,,,,,,,,http://www.wsherramientas.com/,,,,
,I - WW 44029090,,W I P HOLDING INC,,,,,,,,,,+1 786-273-2478,,United States,,,Doral,"4910 NW 79th Ave # 204, Doral, FL 33166, USA",,,W I P HOLDING INC,,,,,,,,,http://www.wppenterprises.com/,,,,
,I - WW 44029090,,WORLD TRADE CONNECTIONS,,,,,,,,,,+1 407-876-6210,,United States,,,Orlando,"9800 International Dr, Orlando, FL 32819, USA",,,WORLD TRADE CONNECTIONS,,,,,,,,,http://www.worldtradecenterorlando.org/contact,,,,
,I - WW 44029090,,WORLDEX INTERNATIONAL LOGISTICS QINGDAO COMPANY LIMITED,,,,,,,,,,+852 2718 3822,,Hong Kong,,,,"Leahander Centre, Tsuen Wan, Hong Kong",,,WORLDEX INTERNATIONAL LOGISTICS QINGDAO COMPANY LIMITED,,,,,,,,,http://www.worldex-logistics.com/,,,,
,I - WW 44029090,,WOOLWORTHS LESOTHO PTY LTD,,,,,,,,,,+266 2232 6712,,Lesotho,,,Maseru,"286 Pioneer Road Maseru, Maseru 100, Lesotho",,,WOOLWORTHS LESOTHO PTY LTD,,,,,,,,,http://www.woolworths.co.za/,,,,
,I - WW 44029090,,WOOD EXPLOITATION SRL,,,,,,,,,,+39 06 6567 0543,,Italy,,,Roma,"Via Silvio Sbricoli, 35, 00148 Roma RM, Italy",,,WOOD EXPLOITATION SRL,,,,,,,,,http://www.woodsrl.it/,,,,
,I - WW 44029090,,MIDLAND BIO ENERGY LTD,,,,,,,,,,+44 24 7639 5418,,United Kingdom,,,Galley Common,"Wood Barn Farm, Galley Common, Nuneaton CV10 0QP, UK",,,MIDLAND BIO ENERGY LTD,,,,,,,,,http://www.woodpelletsforfuel.co.uk/,,,,
,I - WW 44029090,,WOODPECKER LUMBER COMPANY LIMITED,,,,,,,,,,+1 404-414-2041,,United States,,,Covington,"55 Potts Ln, Covington, GA 30016, USA",,,WOODPECKER LUMBER COMPANY LIMITED,,,,,,,,,http://www.woodpeckersawmillofcov.com/,,,,
,I - WW 44029090,,WOCKHARDT LTD,,,,,,,,,,+91 22 2653 4444,,India,,,New Delhi,"Copia Corporate Suites, 9, Jasola Vihar, New Delhi, Delhi 110025, India",,,WOCKHARDT LTD,,,,,,,,,http://www.wockhardt.com/,,,,
,I - WW 44029090,,WISCO ESPANOLA S A,,,,,,,,,,+34 948 51 30 50,,Spain,,,Betelu,"C. Mayor, 13A, 31890 Betelu, Navarra, Spain",,,WISCO ESPANOLA S A,,,,,,,,,http://www.wisco.es/,,,,
,I - WW 44029090,,WIPAC TECHNOLOGY LIMITED,,,,,,,,,,+44 1280 822800,,United Kingdom,,,,"London Rd, Buckingham MK18 1BH, UK",,,WIPAC TECHNOLOGY LIMITED,,,,,,,,,http://www.wipac.com/,,,,
,I - WW 44029090,,WINDALCO ALUMINIUM,,,,,,,,,,+91 81413 18430,,India,,,Devda,"Survey no. 483, Village Devda Near Dabhla Cross Road Mehsana Himatnagar Highway Tal. Vijapur, Devda, Gujarat 382830, India",,,WINDALCO ALUMINIUM,,,,,,,,,http://www.windalcoaluminium.com/,,,,
,I - WW 44029090,,EAGLE MARKETING,,,,,,,,,,+1 561-336-0674,,United States,,,Loxahatchee,"16859 77th Ln N, Loxahatchee, FL 33470, USA",,,EAGLE MARKETING,,,,,,,,,http://www.whiteeaglemarketing.net/,,,,
,I - WW 44029090,,LIMITED LIABILITY COMPANY WHITE RUSSIA,,,,,,,,,,+7 495 776-57-97,,Russia,,,Moskva,"Tverskoy Blvd, 14, стр.1, Moskva, Russia, 125009",,,LIMITED LIABILITY COMPANY WHITE RUSSIA,,,,,,,,,http://www.white.com.ru/,,,,
,I - WW 44029090,,WHIRLPOOL OF INDIA LTD,,,,,,,,,,+91 124 459 1300,,India,,,Gurugram,"Plot no 40, Whirlpool House, Sector 44, Gurugram, Haryana 122002, India",,,WHIRLPOOL OF INDIA LTD,,,,,,,,,http://www.whirlpoolindia.com/,,,,
,I - WW 44029090,,WHALE LOGISTICS CO LTD,,,,,,,,,,+1 714-891-8265,,United States,,,Garden Grove,"11235 Knott Ave, Garden Grove, CA 92841, USA",,,WHALE LOGISTICS CO LTD,,,,,,,,,http://www.whalelogistics.com/,,,,
,I - WW 44029090,,PHARMACY DR ZUCCALÀ,,,,,,,,,,+1 818-788-2411,,United States,,,Los Angeles,"5353 Balboa Blvd, Encino, CA 91316, USA",,,PHARMACY DR ZUCCALÀ,,,,,,,,,http://www.westvalcarepharmacy.com/,,,,
,I - WW 44029090,,JSC PAVLIK GOLD MINING COMPANY,,,,,,,,,,+1 807-749-3325,,Canada,,,Red Lake,"Box 304, 2 Mine Street, Madsen, ON P0V 2L0, Canada",,,JSC PAVLIK GOLD MINING COMPANY,,,,,,,,,http://www.westredlakegold.com/,,,,
,I - WW 44029090,,WESTFALEN METALL GMBH VOERDER STRASSE,,,,,,,,,,+49 2331 386030,,Germany,,,Hagen,"Voerder Str. 147, 58135 Hagen, Germany",,,WESTFALEN METALL GMBH VOERDER STRASSE,,,,,,,,,http://www.westfalenmetall.de/,,,,
,I - WW 44029090,,WESTERN MARINE CO,,,,,,,,,,+1 604-253-7721,,Canada,,,Vancouver,"1494 Powell St, Vancouver, BC V5L 5B5, Canada",,,WESTERN MARINE CO,,,,,,,,,http://www.westernmarine.com/,,,,
,I - WW 44029090,,WESTERN WHOLESALE INC,,,,,,,,,,+1 246-537-6704,,Barbados,,,,"8 & 9 Valley View Avenue Lower Estate Bridgetown, Saint Michael BB19025Barbados",,,WESTERN WHOLESALE INC,,,,,,,,,http://www.western-wholesale.com/,,,,
,I - WW 44029090,,WERNER GLOBAL LOGISTIC,,,,,,,,,,+1 909-823-4995,,United States,,,Fontana,"10251 Calabash Ave, Fontana, CA 92335, USA",,,WERNER GLOBAL LOGISTIC,,,,,,,,,http://www.werner.com/?utm_source=localsearch&utm_medium=directory&utm_campaign=lso,,,,
,I - WW 44029090,,MEDICO VISION PRIAVATE LIMITED,,,,,,,,,,+1 800-547-2401 ext. 3,,United States,,,Des Moines,"601 6th Ave, Des Moines, IA 50309, USA",,,MEDICO VISION PRIAVATE LIMITED,,,,,,,,,http://www.wellabe.com/,,,,
,I - WW 44029090,,LIMITED LIABILITY PARTNERSHIP OF VICHUNAY KAZAHSTAN,,,,,,,,,,+7 702 000 6316,,Kazakhstan,,,Astana,"проспект Мангилик Ел, 55/21, блок 4.2, Astana 010011, Kazakhstan",,,LIMITED LIABILITY PARTNERSHIP OF VICHUNAY KAZAHSTAN,,,,,,,,,http://www.welegal.kz/,,,,
,I - WW 44029090,,WELENDA LLC,,,,,,,,,,+1 800-241-1030,,United States,,,Irvington,"1 Bridge St, Irvington, NY 10533, USA",,,WELENDA LLC,,,,,,,,,http://www.weleda.com/,,,,
,I - WW 44029090,,VIJAY MOR,,,,,,,,,,+1 773-878-8700,,United States,,,Chicago,"4646 N Marine Dr # B447, Chicago, IL 60640, USA",,,VIJAY MOR,,,,,,,,,http://www.weisshospital.com/,,,,
,I - WW 44029090,,CÔNG TY TNHH OPTICAL WEILAN VIỆT NAM,,,,,,,,,,+84 222 3699 108,,Vietnam,,,,"Vietnam, Bac Ninh, Yên Phong, Khu công nghiệp",,,CÔNG TY TNHH OPTICAL WEILAN VIỆT NAM,,,,,,,,,http://www.weilanoptical.group/,,,,
,I - WW 44029090,,WEHGUY,,,,,,,,,,+1 612-333-6393,,United States,,,Minneapolis,"2909 S Wayzata Blvd, Minneapolis, MN 55405, USA",,,WEHGUY,,,,,,,,,http://www.wehmann.com/,,,,
,I - WW 44029090,,WEBER STEPHEN PRODUCTS HONG KONG LTD,,,,,,,,,,+852 5543 3141,,Hong Kong,,,,"Hong Kong, Ap Lei Chau, Lee Wing St, 11號, Horizon Plaza, 17/F 17102號",,,WEBER STEPHEN PRODUCTS HONG KONG LTD,,,,,,,,,http://www.weber.com/,,,,
,I - WW 44029090,,ООО ВЭЙ ГРУПП РФ,,,,,,,,,,+7 800 600-04-30,,Russia,,,Krasnoyarsk,"Ulitsa Shumyatskogo, 10, Krasnoyarsk, Krasnoyarskiy kray, Russia, 660118",,,ООО ВЭЙ ГРУПП РФ,,,,,,,,,http://www.wayg.ru/,,,,
,I - WW 44029090,,DRINKING WATER INC,,,,,,,,,,+1 800-322-9283,,United States,,,Carson,"704 Kingshill Pl, Carson, CA 90746, USA",,,DRINKING WATER INC,,,,,,,,,http://www.waterinc.com/,,,,
,I - WW 44029090,,TO ORDER OF W A SMITH INTERNATIONA,,,,,,,,,,+1 216-503-9000,,United States,,,Independence,"5005 Rockside Rd STE 110, Independence, OH 44131, USA",,,TO ORDER OF W A SMITH INTERNATIONA,,,,,,,,,http://www.wasmithfinancial.com/,,,,
,I - WW 44029090,,WASHINGTON MILLS ELECTRO MINERALS C,,,,,,,,,,+1 716-278-6600,,United States,,,Niagara Falls,"1801 Buffalo Ave, Niagara Falls, NY 14303, USA",,,WASHINGTON MILLS ELECTRO MINERALS C,,,,,,,,,http://www.washingtonmills.com/,,,,
,I - WW 44029090,,WAL MART CANADA CORP,,,,,,,,,,+1 905-821-2111,,Canada,,,Mississauga,"1940 Argentia Rd, Mississauga, ON L5N 1P9, Canada",,,WAL MART CANADA CORP,,,,,,,,,http://www.walmart.ca/en/help/contact-us,,,,
,I - WW 44029090,,TO THE ORDER OF WALKER COFFEE,,,,,,,,,,+1 713-780-7050,,United States,,,Houston,"2900 Wilcrest Dr STE 200, Houston, TX 77042, USA",,,TO THE ORDER OF WALKER COFFEE,,,,,,,,,http://www.walkercoffee.com/,,,,
,I - WW 44029090,,VULCAN ENGINEERING LTD,,,,,,,,,,+1 205-663-0732,,United States,,,Helena,"1 Vulcan Drive, Helena Industrial Park, Helena, AL 35080, USA",,,VULCAN ENGINEERING LTD,,,,,,,,,http://www.vulcangroup.com/,,,,
,I - WW 44029090,,ООО ВОСТСИБТРАНС,,,,,,,,,,+7 395 228-08-80,,Russia,,,Irkutsk,"Kultukskaya Ulitsa, 13, Irkutsk, Irkutskaya oblast', Russia, 664009",,,ООО ВОСТСИБТРАНС,,,,,,,,,http://www.vstrans.ru/,,,,
,I - WW 44029090,,ООО ВМКТ,,,,,,,,,,+7 423 227-49-55,,Russia,,,Vladivostok,"ул. Приморский край, Россия 690000, Березовая ул., 25, Vladivostok, Primorskiy kray, Russia, 690012",,,ООО ВМКТ,,,,,,,,,http://www.vsct.info/,,,,
,I - WW 44029090,,VOTORANTIM CIMENTOS N NE S A,,,,,,,,,,+55 81 2101-4377,,Brazil,,,,"R. Me. de Deus, 27 - Recife, PE, 50030-110, Brazil",,,VOTORANTIM CIMENTOS N NE S A,,,,,,,,,http://www.votorantimcimentos.com.br/,,,,
,I - WW 44029090,,VOLVO CAR UK LIMITED,,,,,,,,,,+44 1628 422200,,United Kingdom,,,,"Scandinavia House, Norreys Dr, Maidenhead SL6 4FL, UK",,,VOLVO CAR UK LIMITED,,,,,,,,,http://www.volvocars.com/uk,,,,
,I - WW 44029090,,ПАО ВМТП,,,,,,,,,,+7 800 770-00-70,,Russia,,,Vladivostok,"Strel'nikova Ulitsa, 9, Vladivostok, Primorskiy kray, Russia, 690065",,,ПАО ВМТП,,,,,,,,,http://www.vmtp.ru/,,,,
,I - WW 44029090,,VOTORANTIM METAIS ZINCO S A,,,,,,,,,,+55 34 3813-9000,,Brazil,,,,"Rodovia LMG 706 - Vazante, MG, 38780-000, Brazil",,,VOTORANTIM METAIS ZINCO S A,,,,,,,,,http://www.vmetais.com.br/,,,,
,I - WW 44029090,,ORIENTAL VANGUARD LOGISTICS CO LTD,,,,,,,,,,+1 305-477-2808,,United States,,,Hialeah,"4071 W 108th St UNIT 14, Hialeah, FL 33018, USA",,,ORIENTAL VANGUARD LOGISTICS CO LTD,,,,,,,,,http://www.vls-global.com/,,,,
,I - WW 44029090,,VKM SONMEZLER MADENCILIK INSAAT NAKLIYE ENERJI SANAYI VE DIS TICARET LIMITED SIRKETI,,,,,,,,,,+90 212 595 15 60,,Türkiye,,,,"No:96,, Pirinççi, Eski Edirne Asf. Cd., 34076 Eyüpsultan/İstanbul, Türkiye",,,VKM SONMEZLER MADENCILIK INSAAT NAKLIYE ENERJI SANAYI VE DIS TICARET LIMITED SIRKETI,,,,,,,,,http://www.vkmsonmezler.com/,,,,
,I - WW 44029090,,VIVIMEDLABS EUROPE,,,,,,,,,,+44 1484 320500,,United Kingdom,,,,"PO Box B3, Huddersfield HD1 6BU, UK",,,VIVIMEDLABS EUROPE,,,,,,,,,http://www.vivimedlabs.com/,,,,
,I - WW 44029090,,CÔNG TY TNHH LINH TTP,,,,,,,,,,+84 938 777 921,,Vietnam,,,,"35 Hẻm 216 Tầm Vu, Hưng Lợi, Ninh Kiều, Cần Thơ, Vietnam",,,CÔNG TY TNHH LINH TTP,,,,,,,,,http://www.vitinhcantho.com/,,,,
,I - WW 44029090,,LLC ADVA INTERNATIONAL,,,,,,,,,,+1 707-796-7180,,United States,,,Petaluma,"1318 Redwood Way # 250, Petaluma, CA 94954, USA",,,LLC ADVA INTERNATIONAL,,,,,,,,,http://www.vistainternational.com/,,,,
,I - WW 44029090,,CÔNG TY TNHH E MART VIỆT NAM,,,,,,,,,,+84 898 864 118,,Vietnam,,,,"57/14A Đường Bà Điểm, 7 ấp Hậu Lân, Bà Điểm, Hóc Môn, Hồ Chí Minh 70000, Vietnam",,,CÔNG TY TNHH E MART VIỆT NAM,,,,,,,,,http://www.visong.vn/,,,,
,I - WW 44029090,,VISHAL ENGINEERING,,,,,,,,,,+91 120 276 1035,,India,,,Ghaziabad,"F-6, Udyog Kunj, NH-24, UPSIDC Industrial Area, Ghaziabad, Uttar Pradesh 201001, India",,,VISHAL ENGINEERING,,,,,,,,,http://www.vishalengineeringco.net/,,,,
,I - WW 44029090,,VISEN INDUSTRIES LIMITED,,,,,,,,,,+91 22 6644 3333,,India,,,Mumbai,"Stanford 501,Junction of S V Road &, Zalawad Nagar, Juhu Lane, Ganga Vihar, Andheri West, Mumbai, Maharashtra 400058, India",,,VISEN INDUSTRIES LIMITED,,,,,,,,,http://www.visen.net/,,,,
,I - WW 44029090,,VISATER,,,,,,,,,,+351 22 616 0558,,Portugal,,,Porto,"Rua do Pinheiro Manso 662 Sala 1.19, 4100-411 Porto, Portugal",,,VISATER,,,,,,,,,http://www.visater.com/,,,,
,I - WW 44029090,,LLC VITRUM PLUS,,,,,,,,,,+1 949-888-2444,,United States,,,Rancho Santa Margarita,"30052 Tomas, Rancho Santa Margarita, CA 92688, USA",,,LLC VITRUM PLUS,,,,,,,,,http://www.virtium.com/,,,,
,I - WW 44029090,,VIPINGO INDUSTRIES LIMITED,,,,,,,,,,+254 742 600600,,Kenya,,,Mtwapa,"Mombasa Malindi Road, Mtwapa, Kenya",,,VIPINGO INDUSTRIES LIMITED,,,,,,,,,http://www.vipingoindustries.com/,,,,
,I - WW 44029090,,LLC VIOLET GOLD,,,,,,,,,,+1 321-209-3136,,United States,,,Orlando,"4502 Teresa Rd, Orlando, FL 32808, USA",,,LLC VIOLET GOLD,,,,,,,,,http://www.violetboxjewelry.com/,,,,
,I - WW 44029090,,CÔNG TY CỔ PHẦN MÔI TRƯỜNG VIỆT ÚC,,,,,,,,,,+84 777 545 777,,Vietnam,,,,"Lô B4-B21 Đường số 9 KCN Lê Minh Xuân, Tân Nhựt, Bình Chánh, Hồ Chí Minh 71816, Vietnam",,,CÔNG TY CỔ PHẦN MÔI TRƯỜNG VIỆT ÚC,,,,,,,,,http://www.vinausen.com/,,,,
,I - WW 44029090,,VILLAGE SUPERMARKET LTD,,,,,,,,,,+255 22 260 0827,,Tanzania,,,Dar es Salaam,"Chole Rd, Dar es Salaam, Tanzania",,,VILLAGE SUPERMARKET LTD,,,,,,,,,http://www.village-supermarket.com/,,,,
,I - WW 44029090,,VIKRAM RESINS POLYMERS,,,,,,,,,,+91 98450 47225,,India,,,Bengaluru,"98, Bannerghatta Rd, near Shree Meenakshi Sundareshwara Temple, Kalena Agrahara, Bengaluru, Karnataka 560076, India",,,VIKRAM RESINS POLYMERS,,,,,,,,,http://www.vikramresins.com/,,,,
,I - WW 44029090,,VIKING RANGE LLC,,,,,,,,,,+1 662-455-1200,,United States,,,Greenwood,"111 W Front St, Greenwood, MS 38930, USA",,,VIKING RANGE LLC,,,,,,,,,http://www.vikingrange.com/,,,,
,I - WW 44029090,,CÔNG TY TRÁCH NHIỆM HỮU HẠN MÔI TRƯỜNG VIỆT THÁI SINH,,,,,,,,,,+84 28 3864 1664,,Vietnam,,,,"12 Hoàng Dư Khương, Phường 12, Quận 10, Hồ Chí Minh, Vietnam",,,CÔNG TY TRÁCH NHIỆM HỮU HẠN MÔI TRƯỜNG VIỆT THÁI SINH,,,,,,,,,http://www.vietthaisinh.com/,,,,
,I - WW 44029090,,G A SIGNS LTD,,,,,,,,,,+1 706-866-7999,,United States,,,Fort Oglethorpe,"2109 Lafayette Rd, Fort Oglethorpe, GA 30742, USA",,,G A SIGNS LTD,,,,,,,,,http://www.victorysign.com/,,,,
,I - WW 44029090,,LTD CONFECTIONERY VICTORY,,,,,,,,,,+1 415-781-2015,,United States,,,San Francisco,"700 Filbert St, San Francisco, CA 94133, USA",,,LTD CONFECTIONERY VICTORY,,,,,,,,,http://www.victoriapastrycompany.com/,,,,
,I - WW 44029090,,SIEMENS VAI METALS TECHNOLOGIES LLC,,,,,,,,,,+1 407-378-0303,,United States,,,Orlando,"12501 Research Pkwy #150, Orlando, FL 32826, USA",,,SIEMENS VAI METALS TECHNOLOGIES LLC,,,,,,,,,http://www.viablees.com/,,,,
,I - WW 44029090,,C VETAPET AND CO,,,,,,,,,,+852 2425 7871,,Hong Kong,,,,"Hong Kong, Tuen Mun, 宏昌工業大廈",,,C VETAPET AND CO,,,,,,,,,http://www.vetapet.com.hk/,,,,
,I - WW 44029090,,VESKIM KIMYEVI MADDEITHALAT IHRACAT A S,,,,,,,,,,+90 212 283 10 17,,Türkiye,,,,"Reşitpaşa Mah.Eski Büyükdere Caddesi Park Plaza No:14 Kat:20, Reşitpaşa, Maslak, 34398 Sarıyer/İstanbul, Türkiye",,,VESKIM KIMYEVI MADDEITHALAT IHRACAT A S,,,,,,,,,http://www.veskim.com/,,,,
,I - WW 44029090,,ECO MARKET,,,,,,,,,,+1 786-359-4253,,United States,,,South Miami,"7304 SW 57th Ave, South Miami, FL 33143, USA",,,ECO MARKET,,,,,,,,,http://www.verdemarketonline.com/,,,,
,I - WW 44029090,,VEOLIA WATER TECHNOLOGIES BRASIL LTDA,,,,,,,,,,+55 11 4617-4388,,Brazil,,,,"SP-270, 27530 - Granja Viana, Cotia - SP, 06705-030, Brazil",,,VEOLIA WATER TECHNOLOGIES BRASIL LTDA,,,,,,,,,http://www.veolia.com.br/,,,,
,I - WW 44029090,,VENUS INTERNATIONAL,,,,,,,,,,+91 22 4021 2723,,India,,,Mumbai,"315, Gemstar Commercial Complex, Ramchandra Ln, Malad, Kanchpada, Malad West, Mumbai, Maharashtra 400064, India",,,VENUS INTERNATIONAL,,,,,,,,,http://www.venusinternational.com/,,,,
,I - WW 44029090,,VENTURE METALS,,,,,,,,,,+1 214-574-4100,,United States,,,Dallas,"10848 Luna Rd, Dallas, TX 75220, USA",,,VENTURE METALS,,,,,,,,,http://www.venturemet.com/,,,,
,I - WW 44029090,,VENETO MERCANTIL IMPORTADORA LTDA,,,,,,,,,,+55 54 3297-6200,,Brazil,,,,"Via Vêneto, 151 - Colina de Flores, Flores da Cunha - RS, 95270-000, Brazil",,,VENETO MERCANTIL IMPORTADORA LTDA,,,,,,,,,http://www.venetomercantil.com.br/,,,,
,I - WW 44029090,,VEGA ALLOYS,,,,,,,,,,+91 80 4547 9578,,India,,,Sihor,"Ghanghali, Survey 22, 1, Maghlana, Sihor, Gujarat 364240, India",,,VEGA ALLOYS,,,,,,,,,http://www.vegaalloys.com/,,,,
,I - WW 44029090,,VEER CHEMICALS,,,,,,,,,,+91 79 4006 6263,,India,,,Ahmedabad,"203, Abhijyot Square, Sarkhej - Gandhinagar Hwy, Makarba, Ahmedabad, Gujarat 380015, India",,,VEER CHEMICALS,,,,,,,,,http://www.veerchemicals.com/,,,,
,I - WW 44029090,,VEERAJ INTERNATIONAL LLP,,,,,,,,,,+91 79 2656 3688,,India,,,Ahmedabad,"71, 7th Floor, Madhuban Building, Behind Town Hall Under Bridge, Surendra Mangaldas Rd, Ellisbridge, Ahmedabad, Gujarat 380006, India",,,VEERAJ INTERNATIONAL LLP,,,,,,,,,http://www.veeraj.in/,,,,
,I - WW 44029090,,VEDIKA METALS PRIVATE LIMITED,,,,,,,,,,+91 98310 76753,,India,,,Kolkata,"Block-12b, SHYAM KUNJ APARTMENT, 12C, Lord Sinha Road, Bhowanipore, Kolkata, West Bengal 700071, India",,,VEDIKA METALS PRIVATE LIMITED,,,,,,,,,http://www.vedikametals.com/,,,,
,I - WW 44029090,,VEDIK ISPAT PRIVATE LIMITED,,,,,,,,,,+91 80 2223 9429,,India,,,Bengaluru,"WHPG+XMQ, Model House St, Basavanagudi, Bengaluru, Karnataka 560004, India",,,VEDIK ISPAT PRIVATE LIMITED,,,,,,,,,http://www.vedik.co.in/,,,,
,I - WW 44029090,,TD VECTOR LLC,,,,,,,,,,+1 407-476-6222,,United States,,,Orlando,"707 Mendham Blvd Suite 214, Orlando, FL 32825, USA",,,TD VECTOR LLC,,,,,,,,,http://www.vectormarketing.com/gm,,,,
,I - WW 44029090,,VINAY CHEMOPLAST INDUSTRIES,,,,,,,,,,+91 93745 63353,,India,,,Mumbai,"Saraf House, Plot No-12-A, Hatkesh C.H.S, Narsee Monjee Rd, Hatkesh Society, JVPD Scheme, Vile Parle, Mumbai, Maharashtra 400056, India",,,VINAY CHEMOPLAST INDUSTRIES,,,,,,,,,http://www.vcpindustries.com/,,,,
,I - WW 44029090,,CÔNG TY TNHH VAUDE VIỆT NAM,,,,,,,,,,+84 237 3776 776,,Vietnam,,,Thị xã Bỉm Sơn,"3V9Q+HGJ, Trần Phú, P. Lam Sơn, Bỉm Sơn, Thanh Hóa, Vietnam",,,CÔNG TY TNHH VAUDE VIỆT NAM,,,,,,,,,http://www.vaude.com.vn/,,,,
,I - WW 44029090,,ООО VARTECH ENTERPRISE LTD ЧЕРЕЗ,,,,,,,,,,+1 800-223-8050,,United States,,,Clemmons,"6399 Amp Dr, Clemmons, NC 27012, USA",,,ООО VARTECH ENTERPRISE LTD ЧЕРЕЗ,,,,,,,,,http://www.vartechsystems.com/,,,,
,I - WW 44029090,,W R STEEL,,,,,,,,,,+1 403-329-0233,,Canada,,,Lethbridge,"2900 5 Ave N, Lethbridge, AB T1H 6K3, Canada",,,W R STEEL,,,,,,,,,http://www.varsteel.ca/,,,,
,I - WW 44029090,,VARDHMAN SPECIAL STEELS LTD,,,,,,,,,,+91 161 267 0707,,India,,,Ludhiana,"VWP4+XP2, Hero Majestic Rd, Focal Point, Ludhiana, Punjab 141010, India",,,VARDHMAN SPECIAL STEELS LTD,,,,,,,,,http://www.vardhmansteel.com/,,,,
,I - WW 44029090,,VARDHMAN CORPORATION,,,,,,,,,,+91 89760 13840,,India,,,Gandhidham,"Plot No.296, Neelam Complex, Ward 12B, Gandhidham, Gujarat 370201, India",,,VARDHMAN CORPORATION,,,,,,,,,http://www.vardhmancorporation.in/,,,,
